"ACCOUNTID","BOOKAMOUNT","ASSETCLASSLEVEL1","EVENTDATE","TRADEDATE","QUANTITY","BOOKTOTALLOSS","BOOKTOTALGAIN"
181482,287.5,Equity,2025-06-18 00:00:00.000,2025-06-05 00:00:00.000,125,0,0
181482,-452,Equity,2025-06-18 00:00:00.000,2025-06-18 00:00:00.000,452,0,0
181482,226.88,Equity,2025-06-20 00:00:00.000,2025-06-06 00:00:00.000,275,0,0
181482,-226.88,Equity,2025-06-20 00:00:00.000,2025-06-20 00:00:00.000,226.88,0,0
181482,145.88,Equity,2025-06-23 00:00:00.000,2025-06-05 00:00:00.000,28,0,0
181482,-145.88,Equity,2025-06-23 00:00:00.000,2025-06-23 00:00:00.000,145.88,0,0
181482,254.15,Equity,2025-06-24 00:00:00.000,2025-06-16 00:00:00.000,115,0,0
181482,-254.15,Equity,2025-06-24 00:00:00.000,2025-06-24 00:00:00.000,254.15,0,0
181482,350,Equity,2025-06-25 00:00:00.000,2025-06-09 00:00:00.000,280,0,0
181482,-350,Equity,2025-06-25 00:00:00.000,2025-06-25 00:00:00.000,350,0,0
181482,-278.45,Equity,2025-06-30 00:00:00.000,2025-06-30 00:00:00.000,278.45,0,0
181482,84.15,Equity,2025-06-30 00:00:00.000,2025-06-13 00:00:00.000,187,0,0
181482,194.3,Equity,2025-06-30 00:00:00.000,2025-05-30 00:00:00.000,145,0,0
181482,16.44,Equity,2025-06-30 00:00:00.000,2025-06-30 00:00:00.000,16.44,0,0
181482,-16.44,Equity,2025-07-01 00:00:00.000,2025-07-01 00:00:00.000,16.44,0,0
181482,14316.17,Equity,2025-07-01 00:00:00.000,2025-07-01 00:00:00.000,450,-5497.92,0
181482,-14316.17,Equity,2025-07-02 00:00:00.000,2025-07-02 00:00:00.000,14316.17,0,0
181482,-82.5,Equity,2025-07-09 00:00:00.000,2025-07-09 00:00:00.000,82.5,0,0
181482,82.5,Equity,2025-07-09 00:00:00.000,2025-06-17 00:00:00.000,500,0,0
188915,0,UNDEFINED,2018-01-02 00:00:00.000,2018-01-02 00:00:00.000,0,0,0
201160,-40.77,Equity,2024-07-31 00:00:00.000,2024-07-31 00:00:00.000,40.77,0,0
201160,40.77,Equity,2024-07-31 00:00:00.000,2024-07-31 00:00:00.000,0,0,0
201160,38.56,Equity,2024-09-30 00:00:00.000,2024-09-30 00:00:00.000,0,0,0
201160,-38.56,Equity,2024-09-30 00:00:00.000,2024-09-30 00:00:00.000,38.56,0,0
201160,19.48,Equity,2024-10-01 00:00:00.000,2024-09-27 00:00:00.000,290,0,0
201160,475.19,Equity,2024-10-01 00:00:00.000,2024-10-01 00:00:00.000,0,0,0
201160,455.71,Equity,2024-10-01 00:00:00.000,2024-10-01 00:00:00.000,0,0,0
201160,19.48,Equity,2024-10-01 00:00:00.000,2024-10-01 00:00:00.000,0,0,0
201160,455.71,Equity,2024-10-01 00:00:00.000,2024-09-27 00:00:00.000,290,0,0
201160,-475.19,Equity,2024-10-01 00:00:00.000,2024-09-27 00:00:00.000,290,0,0
201160,475.19,Equity,2024-10-01 00:00:00.000,2024-09-27 00:00:00.000,290,0,0
201160,475.19,Equity,2024-10-01 00:00:00.000,2024-10-01 00:00:00.000,0,0,0
201160,-475.19,Equity,2024-10-01 00:00:00.000,2024-10-01 00:00:00.000,475.19,0,0
201160,-46.5,Equity,2024-12-16 00:00:00.000,2024-12-16 00:00:00.000,0.925,0,0
201160,-142.66,Equity,2024-12-16 00:00:00.000,2024-12-16 00:00:00.000,2.837,0,0
201160,-272.6,Equity,2024-12-16 00:00:00.000,2024-12-16 00:00:00.000,12.057,0,0
201160,-8191.71,Equity,2024-12-16 00:00:00.000,2024-12-16 00:00:00.000,162.889,0,0
201160,-26.72,Equity,2024-12-17 00:00:00.000,2024-12-17 00:00:00.000,1.341,0,0
201160,46.5,Equity,2024-12-17 00:00:00.000,2024-12-16 00:00:00.000,2870.357,0,46.5
201160,8191.71,Equity,2024-12-17 00:00:00.000,2024-12-16 00:00:00.000,2870.357,0,8191.71
201160,142.66,Equity,2024-12-17 00:00:00.000,2024-12-16 00:00:00.000,2870.357,0,0
201160,272.6,Equity,2024-12-17 00:00:00.000,2024-12-16 00:00:00.000,1373.298,0,272.6
201160,142.66,Equity,2024-12-17 00:00:00.000,2024-12-17 00:00:00.000,0,0,0
201160,26.72,Equity,2024-12-18 00:00:00.000,2024-12-17 00:00:00.000,961.021,0,0
201160,26.72,Equity,2024-12-18 00:00:00.000,2024-12-18 00:00:00.000,0,0,0
201160,26.72,Equity,2024-12-18 00:00:00.000,2024-12-17 00:00:00.000,961.021,0,0
201160,26.72,Equity,2024-12-18 00:00:00.000,2024-12-18 00:00:00.000,0,0,0
201160,26.72,Equity,2024-12-18 00:00:00.000,2024-12-18 00:00:00.000,0,0,0
201160,-26.72,Equity,2024-12-18 00:00:00.000,2024-12-17 00:00:00.000,961.021,0,0
201160,-504.17,Equity,2024-12-26 00:00:00.000,2024-12-26 00:00:00.000,504.17,0,0
201160,504.17,Equity,2024-12-26 00:00:00.000,2024-12-23 00:00:00.000,290,0,0
201160,5967.46,Equity,2024-12-26 00:00:00.000,2024-12-26 00:00:00.000,5967.46,0,0
201160,-504.17,Equity,2024-12-26 00:00:00.000,2024-12-23 00:00:00.000,290,0,0
201160,20.67,Equity,2024-12-26 00:00:00.000,2024-12-26 00:00:00.000,0,0,0
201160,483.5,Equity,2024-12-26 00:00:00.000,2024-12-26 00:00:00.000,0,0,0
201160,504.17,Equity,2024-12-26 00:00:00.000,2024-12-26 00:00:00.000,0,0,0
201160,20.67,Equity,2024-12-26 00:00:00.000,2024-12-23 00:00:00.000,290,0,0
201160,483.5,Equity,2024-12-26 00:00:00.000,2024-12-23 00:00:00.000,290,0,0
201160,-3938.52,Equity,2024-12-26 00:00:00.000,2024-12-26 00:00:00.000,3938.52,0,0
201160,-1432.19,Equity,2024-12-26 00:00:00.000,2024-12-26 00:00:00.000,1432.19,0,0
201160,-596.75,Equity,2024-12-26 00:00:00.000,2024-12-26 00:00:00.000,596.75,0,0
201160,504.17,Equity,2024-12-26 00:00:00.000,2024-12-26 00:00:00.000,0,0,0
201160,34,Equity,2024-12-31 00:00:00.000,2024-12-31 00:00:00.000,0,0,0
201160,-34,Equity,2024-12-31 00:00:00.000,2024-12-31 00:00:00.000,34,0,0
201160,0,Equity,2025-01-02 00:00:00.000,2025-01-02 00:00:00.000,0,0,0
201160,-16.82,Equity,2025-01-31 00:00:00.000,2025-01-31 00:00:00.000,16.82,0,0
201160,16.82,Equity,2025-01-31 00:00:00.000,2025-01-31 00:00:00.000,0,0,0
201160,-15.12,Equity,2025-02-28 00:00:00.000,2025-02-28 00:00:00.000,15.12,0,0
201160,15.12,Equity,2025-02-28 00:00:00.000,2025-02-28 00:00:00.000,0,0,0
201160,-16.83,Equity,2025-03-31 00:00:00.000,2025-03-31 00:00:00.000,16.83,0,0
201160,525.51,Equity,2025-03-31 00:00:00.000,2025-03-27 00:00:00.000,290,0,0
201160,525.51,Equity,2025-03-31 00:00:00.000,2025-03-31 00:00:00.000,0,0,0
201160,-525.51,Equity,2025-03-31 00:00:00.000,2025-03-31 00:00:00.000,525.51,0,0
201160,16.83,Equity,2025-03-31 00:00:00.000,2025-03-31 00:00:00.000,0,0,0
201160,17.98,Equity,2025-04-30 00:00:00.000,2025-04-30 00:00:00.000,0,0,0
201160,-17.98,Equity,2025-04-30 00:00:00.000,2025-04-30 00:00:00.000,17.98,0,0
201160,18.55,Equity,2025-05-30 00:00:00.000,2025-05-30 00:00:00.000,0,0,0
201160,-18.55,Equity,2025-05-30 00:00:00.000,2025-05-30 00:00:00.000,18.55,0,0
201160,-17.97,Equity,2025-06-30 00:00:00.000,2025-06-30 00:00:00.000,17.97,0,0
201160,17.97,Equity,2025-06-30 00:00:00.000,2025-06-30 00:00:00.000,0,0,0
201160,505.96,Equity,2025-07-02 00:00:00.000,2025-07-02 00:00:00.000,0,0,0
201160,505.96,Equity,2025-07-02 00:00:00.000,2025-06-30 00:00:00.000,290,0,0
201160,-505.96,Equity,2025-07-02 00:00:00.000,2025-07-02 00:00:00.000,505.96,0,0
205156,5.79,UNDEFINED,2003-12-17 00:00:00.000,2003-12-17 00:00:00.000,5.79,0,0
205156,3.17,UNDEFINED,2003-12-17 00:00:00.000,2003-12-17 00:00:00.000,3.17,0,0
205156,-5.77,UNDEFINED,2003-12-19 00:00:00.000,2003-12-19 00:00:00.000,0.281,0,0
205156,-3.17,UNDEFINED,2003-12-19 00:00:00.000,2003-12-19 00:00:00.000,0.229,0,0
205156,3.17,UNDEFINED,2003-12-23 00:00:00.000,2003-12-23 00:00:00.000,3.17,0,0
205156,5.77,UNDEFINED,2003-12-23 00:00:00.000,2003-12-23 00:00:00.000,5.77,0,0
205156,0,UNDEFINED,2004-01-02 00:00:00.000,2004-01-02 00:00:00.000,0,0,0
205156,1778.75,UNDEFINED,2004-01-09 00:00:00.000,2004-01-09 00:00:00.000,83.236,0,42.44
205156,2538.76,UNDEFINED,2004-01-09 00:00:00.000,2004-01-09 00:00:00.000,118.8,-292.24,0
205156,3120.02,UNDEFINED,2004-01-09 00:00:00.000,2004-01-09 00:00:00.000,146,-657,0
205156,11982.01,UNDEFINED,2004-01-09 00:00:00.000,2004-01-09 00:00:00.000,560.693,-5892.88,0
205156,5.99,UNDEFINED,2004-01-09 00:00:00.000,2004-01-09 00:00:00.000,0.281,0,0.22
205156,37.25,UNDEFINED,2004-01-09 00:00:00.000,2004-01-09 00:00:00.000,1.743,0,9.36
205156,368.06,UNDEFINED,2004-01-09 00:00:00.000,2004-01-09 00:00:00.000,17.223,0,22.74
205156,77.49,UNDEFINED,2004-01-09 00:00:00.000,2004-01-09 00:00:00.000,3.626,0,4.79
205156,-19906.06,UNDEFINED,2004-01-13 00:00:00.000,2004-01-13 00:00:00.000,19906.06,0,0
205156,8.59,UNDEFINED,2004-02-02 00:00:00.000,2004-02-02 00:00:00.000,8.59,0,0
205156,-8.59,UNDEFINED,2004-02-02 00:00:00.000,2004-02-02 00:00:00.000,8.59,0,0
205156,12.03,UNDEFINED,2004-03-01 00:00:00.000,2004-03-01 00:00:00.000,12.03,0,0
205156,-12.03,UNDEFINED,2004-03-01 00:00:00.000,2004-03-01 00:00:00.000,12.03,0,0
205156,-13.23,UNDEFINED,2004-04-01 00:00:00.000,2004-04-01 00:00:00.000,13.23,0,0
205156,13.23,UNDEFINED,2004-04-01 00:00:00.000,2004-04-01 00:00:00.000,13.23,0,0
205156,-13.27,UNDEFINED,2004-05-03 00:00:00.000,2004-05-03 00:00:00.000,13.27,0,0
205156,13.27,UNDEFINED,2004-05-03 00:00:00.000,2004-05-03 00:00:00.000,13.27,0,0
205156,-12.51,UNDEFINED,2004-06-01 00:00:00.000,2004-06-01 00:00:00.000,12.51,0,0
205156,12.51,UNDEFINED,2004-06-01 00:00:00.000,2004-06-01 00:00:00.000,12.51,0,0
205156,13.29,UNDEFINED,2004-07-01 00:00:00.000,2004-07-01 00:00:00.000,13.29,0,0
205156,-13.29,UNDEFINED,2004-07-01 00:00:00.000,2004-07-01 00:00:00.000,13.29,0,0
205156,-16.75,UNDEFINED,2004-08-02 00:00:00.000,2004-08-02 00:00:00.000,16.75,0,0
205156,16.75,UNDEFINED,2004-08-02 00:00:00.000,2004-08-02 00:00:00.000,16.75,0,0
205156,1.49,UNDEFINED,2004-08-30 00:00:00.000,2004-08-30 00:00:00.000,0.104,-0.06,0
205156,199.69,UNDEFINED,2004-08-30 00:00:00.000,2004-08-30 00:00:00.000,13.896,-0.14,0
205156,914.48,UNDEFINED,2004-08-30 00:00:00.000,2004-08-30 00:00:00.000,63.638,-584.2,0
205156,2.39,UNDEFINED,2004-08-30 00:00:00.000,2004-08-30 00:00:00.000,0.166,0,0.06
205156,3.48,UNDEFINED,2004-08-30 00:00:00.000,2004-08-30 00:00:00.000,0.242,0,0.37
205156,3.28,UNDEFINED,2004-08-30 00:00:00.000,2004-08-30 00:00:00.000,0.229,0,0.11
205156,4.28,UNDEFINED,2004-08-30 00:00:00.000,2004-08-30 00:00:00.000,0.298,0,1.07
205156,3.52,UNDEFINED,2004-08-30 00:00:00.000,2004-08-30 00:00:00.000,0.245,0,0.39
205156,2.23,UNDEFINED,2004-08-30 00:00:00.000,2004-08-30 00:00:00.000,0.155,0,0.66
205156,2.39,UNDEFINED,2004-08-30 00:00:00.000,2004-08-30 00:00:00.000,0.166,0,0.05
205156,0.76,UNDEFINED,2004-08-30 00:00:00.000,2004-08-30 00:00:00.000,0.053,-0.02,0
205156,18.33,UNDEFINED,2004-09-01 00:00:00.000,2004-09-01 00:00:00.000,18.33,0,0
205156,-1156.32,UNDEFINED,2004-09-01 00:00:00.000,2004-09-01 00:00:00.000,1156.32,0,0
205156,21152.05,UNDEFINED,2004-09-02 00:00:00.000,2004-09-02 00:00:00.000,21152.05,0,0
205156,-21152.05,UNDEFINED,2004-09-02 00:00:00.000,2004-09-02 00:00:00.000,21152.05,0,0
215886,-100527.85,UNDEFINED,2003-11-24 00:00:00.000,2003-11-24 00:00:00.000,2500,0,0
215886,-96623.91,UNDEFINED,2003-11-24 00:00:00.000,2003-11-24 00:00:00.000,2200,0,0
215886,10500,UNDEFINED,2003-11-26 00:00:00.000,2003-11-26 00:00:00.000,10500,0,0
215886,-10500,UNDEFINED,2003-11-26 00:00:00.000,2003-11-26 00:00:00.000,10500,0,0
215886,197151.76,UNDEFINED,2003-11-28 00:00:00.000,2003-11-28 00:00:00.000,197151.76,0,0
215886,1101.93,UNDEFINED,2003-12-01 00:00:00.000,2003-11-05 00:00:00.000,1600,0,0
215886,99.46,UNDEFINED,2003-12-01 00:00:00.000,2003-12-01 00:00:00.000,99.46,0,0
215886,-999.46,UNDEFINED,2003-12-01 00:00:00.000,2003-12-01 00:00:00.000,999.46,0,0
215886,900,UNDEFINED,2003-12-01 00:00:00.000,2003-11-05 00:00:00.000,2000,0,0
215886,-275.48,UNDEFINED,2003-12-01 00:00:00.000,2003-12-01 00:00:00.000,275.48,0,0
215886,1726.45,UNDEFINED,2003-12-02 00:00:00.000,2003-12-02 00:00:00.000,1726.45,0,0
215886,-826.45,UNDEFINED,2003-12-02 00:00:00.000,2003-12-02 00:00:00.000,826.45,0,0
215886,1225,UNDEFINED,2003-12-06 00:00:00.000,2003-10-30 00:00:00.000,3500,0,0
215886,-108.33,UNDEFINED,2003-12-08 00:00:00.000,2003-12-08 00:00:00.000,108.33,0,0
215886,-1225,UNDEFINED,2003-12-08 00:00:00.000,2003-12-08 00:00:00.000,1225,0,0
215886,1083.33,UNDEFINED,2003-12-08 00:00:00.000,2003-11-12 00:00:00.000,2500,0,0
215886,-975,UNDEFINED,2003-12-09 00:00:00.000,2003-12-09 00:00:00.000,975,0,0
215886,2200,UNDEFINED,2003-12-09 00:00:00.000,2003-12-09 00:00:00.000,2200,0,0
215886,240,UNDEFINED,2003-12-10 00:00:00.000,2003-11-06 00:00:00.000,1500,0,0
215886,-2772.5,UNDEFINED,2003-12-10 00:00:00.000,2003-12-10 00:00:00.000,2772.5,0,0
215886,1095,UNDEFINED,2003-12-10 00:00:00.000,2003-11-14 00:00:00.000,1500,0,0
215886,562.5,UNDEFINED,2003-12-10 00:00:00.000,2003-11-18 00:00:00.000,3000,0,0
215886,875,UNDEFINED,2003-12-10 00:00:00.000,2003-11-07 00:00:00.000,3500,0,0
215886,2772.5,UNDEFINED,2003-12-11 00:00:00.000,2003-12-11 00:00:00.000,2772.5,0,0
215886,1189.5,UNDEFINED,2003-12-12 00:00:00.000,2003-11-28 00:00:00.000,3900,0,0
215886,-1189.5,UNDEFINED,2003-12-12 00:00:00.000,2003-12-12 00:00:00.000,1189.5,0,0
215886,-1673.39,UNDEFINED,2003-12-15 00:00:00.000,2003-12-15 00:00:00.000,1673.39,0,0
215886,105.39,UNDEFINED,2003-12-15 00:00:00.000,2003-12-15 00:00:00.000,105.39,0,0
215886,1189.5,UNDEFINED,2003-12-15 00:00:00.000,2003-12-15 00:00:00.000,1189.5,0,0
215886,1568,UNDEFINED,2003-12-15 00:00:00.000,2003-11-07 00:00:00.000,2800,0,0
215886,1673.39,UNDEFINED,2003-12-16 00:00:00.000,2003-12-16 00:00:00.000,1673.39,0,0
215886,97757.41,UNDEFINED,2003-12-23 00:00:00.000,2003-12-23 00:00:00.000,3000,0,14602.09
215886,-104465.5,UNDEFINED,2003-12-23 00:00:00.000,2003-12-23 00:00:00.000,2300,0,0
215886,-1120,UNDEFINED,2003-12-26 00:00:00.000,2003-12-26 00:00:00.000,1120,0,0
215886,1120,UNDEFINED,2003-12-26 00:00:00.000,2003-12-03 00:00:00.000,1400,0,0
215886,6708.09,UNDEFINED,2003-12-29 00:00:00.000,2003-12-29 00:00:00.000,6708.09,0,0
215886,1120,UNDEFINED,2003-12-29 00:00:00.000,2003-12-29 00:00:00.000,1120,0,0
215886,10500,UNDEFINED,2003-12-30 00:00:00.000,2003-12-30 00:00:00.000,10500,0,0
215886,-10500,UNDEFINED,2003-12-30 00:00:00.000,2003-12-30 00:00:00.000,10500,0,0
215886,-45.44,UNDEFINED,2003-12-31 00:00:00.000,2003-12-31 00:00:00.000,45.44,0,0
215886,45.44,UNDEFINED,2003-12-31 00:00:00.000,2003-12-31 00:00:00.000,45.44,0,0
215886,0,UNDEFINED,2004-01-02 00:00:00.000,2004-01-02 00:00:00.000,0,0,0
215886,12950,UNDEFINED,2004-01-02 00:00:00.000,2003-12-03 00:00:00.000,35000,0,0
215886,-12950,UNDEFINED,2004-01-02 00:00:00.000,2004-01-02 00:00:00.000,12950,0,0
215886,12950,UNDEFINED,2004-01-05 00:00:00.000,2004-01-05 00:00:00.000,12950,0,0
215886,7828.23,UNDEFINED,2004-01-12 00:00:00.000,2004-01-12 00:00:00.000,7828.23,0,0
215886,-7828.23,UNDEFINED,2004-01-12 00:00:00.000,2004-01-12 00:00:00.000,7828.23,0,0
215886,-103312.81,UNDEFINED,2004-01-21 00:00:00.000,2004-01-21 00:00:00.000,2000,0,0
215886,-103781.7,UNDEFINED,2004-01-21 00:00:00.000,2004-01-21 00:00:00.000,2200,0,0
215886,101157.98,UNDEFINED,2004-01-21 00:00:00.000,2004-01-21 00:00:00.000,2500,-2489.54,0
215886,109822.64,UNDEFINED,2004-01-21 00:00:00.000,2004-01-21 00:00:00.000,1600,0,12934.97
215886,-4886.11,UNDEFINED,2004-01-26 00:00:00.000,2004-01-26 00:00:00.000,4886.11,0,0
215886,1000,UNDEFINED,2004-01-26 00:00:00.000,2003-12-29 00:00:00.000,5000,0,0
215886,1000,UNDEFINED,2004-01-27 00:00:00.000,2004-01-27 00:00:00.000,1000,0,0
215886,7500,UNDEFINED,2004-01-29 00:00:00.000,2004-01-29 00:00:00.000,7500,0,0
215886,-7500,UNDEFINED,2004-01-29 00:00:00.000,2004-01-29 00:00:00.000,7500,0,0
215886,-1072,UNDEFINED,2004-01-30 00:00:00.000,2004-01-30 00:00:00.000,1072,0,0
215886,1072,UNDEFINED,2004-01-30 00:00:00.000,2003-12-29 00:00:00.000,3200,0,0
215886,1020,UNDEFINED,2004-01-31 00:00:00.000,2004-01-02 00:00:00.000,3000,0,0
215886,51.63,UNDEFINED,2004-02-02 00:00:00.000,2004-02-02 00:00:00.000,51.63,0,0
215886,1610,UNDEFINED,2004-02-02 00:00:00.000,2004-01-08 00:00:00.000,2800,0,0
215886,1072,UNDEFINED,2004-02-02 00:00:00.000,2004-02-02 00:00:00.000,1072,0,0
215886,632.5,UNDEFINED,2004-02-02 00:00:00.000,2004-01-08 00:00:00.000,2300,0,0
215886,1312.5,UNDEFINED,2004-02-02 00:00:00.000,2004-01-07 00:00:00.000,4200,0,0
215886,-4626.63,UNDEFINED,2004-02-02 00:00:00.000,2004-02-02 00:00:00.000,4626.63,0,0
215886,4575,UNDEFINED,2004-02-03 00:00:00.000,2004-02-03 00:00:00.000,4575,0,0
215886,480,UNDEFINED,2004-02-13 00:00:00.000,2004-01-22 00:00:00.000,2000,0,0
215886,-1162,UNDEFINED,2004-02-13 00:00:00.000,2004-02-13 00:00:00.000,1162,0,0
215886,682,UNDEFINED,2004-02-13 00:00:00.000,2003-12-31 00:00:00.000,2200,0,0
215886,1162,UNDEFINED,2004-02-17 00:00:00.000,2004-02-17 00:00:00.000,1162,0,0
215886,-107333.6,UNDEFINED,2004-02-24 00:00:00.000,2004-02-24 00:00:00.000,2000,0,0
215886,-102041.41,UNDEFINED,2004-02-24 00:00:00.000,2004-02-24 00:00:00.000,2600,0,0
215886,123328.72,UNDEFINED,2004-02-24 00:00:00.000,2004-02-24 00:00:00.000,3900,0,22167.49
215886,101048.72,UNDEFINED,2004-02-24 00:00:00.000,2004-02-24 00:00:00.000,4200,0,2288.2
215886,7500,UNDEFINED,2004-02-26 00:00:00.000,2004-02-26 00:00:00.000,7500,0,0
215886,-7500,UNDEFINED,2004-02-26 00:00:00.000,2004-02-26 00:00:00.000,7500,0,0
215886,-15002.43,UNDEFINED,2004-02-27 00:00:00.000,2004-02-27 00:00:00.000,15002.43,0,0
215886,5000,UNDEFINED,2004-02-29 00:00:00.000,2004-02-29 00:00:00.000,500000,0,0
215886,42.56,UNDEFINED,2004-03-01 00:00:00.000,2004-03-01 00:00:00.000,42.56,0,0
215886,-5942.56,UNDEFINED,2004-03-01 00:00:00.000,2004-03-01 00:00:00.000,5942.56,0,0
215886,900,UNDEFINED,2004-03-01 00:00:00.000,2004-02-04 00:00:00.000,2000,0,0
215886,5900,UNDEFINED,2004-03-02 00:00:00.000,2004-03-02 00:00:00.000,5900,0,0
215886,1225,UNDEFINED,2004-03-06 00:00:00.000,2004-01-29 00:00:00.000,3500,0,0
215886,-1225,UNDEFINED,2004-03-08 00:00:00.000,2004-03-08 00:00:00.000,1225,0,0
215886,1225,UNDEFINED,2004-03-09 00:00:00.000,2004-03-09 00:00:00.000,1225,0,0
215886,1095,UNDEFINED,2004-03-10 00:00:00.000,2004-02-13 00:00:00.000,1500,0,0
215886,-2210,UNDEFINED,2004-03-10 00:00:00.000,2004-03-10 00:00:00.000,2210,0,0
215886,875,UNDEFINED,2004-03-10 00:00:00.000,2004-02-09 00:00:00.000,3500,0,0
215886,240,UNDEFINED,2004-03-10 00:00:00.000,2004-02-06 00:00:00.000,1500,0,0
215886,2210,UNDEFINED,2004-03-11 00:00:00.000,2004-03-11 00:00:00.000,2210,0,0
215886,875,UNDEFINED,2004-03-13 00:00:00.000,2004-02-11 00:00:00.000,2500,0,0
215886,880,UNDEFINED,2004-03-15 00:00:00.000,2004-02-25 00:00:00.000,2200,0,0
215886,-112.5,UNDEFINED,2004-03-15 00:00:00.000,2004-03-15 00:00:00.000,112.5,0,0
215886,1582,UNDEFINED,2004-03-15 00:00:00.000,2004-02-09 00:00:00.000,2800,0,0
215886,1125,UNDEFINED,2004-03-15 00:00:00.000,2004-02-18 00:00:00.000,2500,0,0
215886,-4349.5,UNDEFINED,2004-03-16 00:00:00.000,2004-03-16 00:00:00.000,4349.5,0,0
215886,4349.5,UNDEFINED,2004-03-17 00:00:00.000,2004-03-17 00:00:00.000,4349.5,0,0
215886,104537.57,UNDEFINED,2004-03-25 00:00:00.000,2004-03-25 00:00:00.000,2500,0,4009.72
215886,-97032.65,UNDEFINED,2004-03-25 00:00:00.000,2004-03-25 00:00:00.000,2000,0,0
215886,-29603.64,UNDEFINED,2004-03-25 00:00:00.000,2004-03-25 00:00:00.000,1000,0,0
215886,-1120,UNDEFINED,2004-03-26 00:00:00.000,2004-03-26 00:00:00.000,1120,0,0
215886,1120,UNDEFINED,2004-03-26 00:00:00.000,2004-03-03 00:00:00.000,1400,0,0
215886,1120,UNDEFINED,2004-03-29 00:00:00.000,2004-03-29 00:00:00.000,1120,0,0
215886,29598.72,UNDEFINED,2004-03-30 00:00:00.000,2004-03-30 00:00:00.000,29598.72,0,0
215886,-7500,UNDEFINED,2004-03-30 00:00:00.000,2004-03-30 00:00:00.000,7500,0,0
215886,12950,UNDEFINED,2004-04-01 00:00:00.000,2004-03-03 00:00:00.000,35000,0,0
215886,-12999.67,UNDEFINED,2004-04-01 00:00:00.000,2004-04-01 00:00:00.000,12999.67,0,0
215886,49.67,UNDEFINED,2004-04-01 00:00:00.000,2004-04-01 00:00:00.000,49.67,0,0
215886,12950,UNDEFINED,2004-04-02 00:00:00.000,2004-04-02 00:00:00.000,12950,0,0
215886,7766.03,UNDEFINED,2004-04-15 00:00:00.000,2004-04-15 00:00:00.000,7766.03,0,0
215886,-7766.03,UNDEFINED,2004-04-15 00:00:00.000,2004-04-15 00:00:00.000,7766.03,0,0
215886,130639.73,UNDEFINED,2004-04-23 00:00:00.000,2004-04-23 00:00:00.000,3200,0,24519.84
215886,-91489.39,UNDEFINED,2004-04-23 00:00:00.000,2004-04-23 00:00:00.000,6000,0,0
215886,1000,UNDEFINED,2004-04-26 00:00:00.000,2004-02-26 00:00:00.000,5000,0,0
215886,-1000,UNDEFINED,2004-04-26 00:00:00.000,2004-04-26 00:00:00.000,1000,0,0
215886,1000,UNDEFINED,2004-04-27 00:00:00.000,2004-04-27 00:00:00.000,1000,0,0
215886,-39150.34,UNDEFINED,2004-04-28 00:00:00.000,2004-04-28 00:00:00.000,39150.34,0,0
215886,-7500,UNDEFINED,2004-04-29 00:00:00.000,2004-04-29 00:00:00.000,7500,0,0
215886,7500,UNDEFINED,2004-04-29 00:00:00.000,2004-04-29 00:00:00.000,7500,0,0
215886,1072,UNDEFINED,2004-04-30 00:00:00.000,2004-03-29 00:00:00.000,3200,0,0
215886,-2092,UNDEFINED,2004-04-30 00:00:00.000,2004-04-30 00:00:00.000,2092,0,0
215886,2644.2,UNDEFINED,2004-04-30 00:00:00.000,2004-02-25 00:00:00.000,2600,0,0
215886,1020,UNDEFINED,2004-04-30 00:00:00.000,2004-04-02 00:00:00.000,3000,0,0
215886,-149.24,UNDEFINED,2004-04-30 00:00:00.000,2004-04-30 00:00:00.000,149.24,0,0
215886,1610,UNDEFINED,2004-05-01 00:00:00.000,2004-04-07 00:00:00.000,2800,0,0
215886,42.21,UNDEFINED,2004-05-03 00:00:00.000,2004-05-03 00:00:00.000,42.21,0,0
215886,-4779.67,UNDEFINED,2004-05-03 00:00:00.000,2004-05-03 00:00:00.000,4779.67,0,0
215886,4586.96,UNDEFINED,2004-05-03 00:00:00.000,2004-05-03 00:00:00.000,4586.96,0,0
215886,632.5,UNDEFINED,2004-05-03 00:00:00.000,2004-04-07 00:00:00.000,2300,0,0
215886,2242.5,UNDEFINED,2004-05-04 00:00:00.000,2004-05-04 00:00:00.000,2242.5,0,0
215886,7687.5,UNDEFINED,2004-05-09 00:00:00.000,2004-05-09 00:00:00.000,300000,0,0
215886,-7687.5,UNDEFINED,2004-05-10 00:00:00.000,2004-05-10 00:00:00.000,7687.5,0,0
215886,7687.5,UNDEFINED,2004-05-11 00:00:00.000,2004-05-11 00:00:00.000,7687.5,0,0
215886,682,UNDEFINED,2004-05-14 00:00:00.000,2004-04-06 00:00:00.000,2200,0,0
215886,-1162,UNDEFINED,2004-05-14 00:00:00.000,2004-05-14 00:00:00.000,1162,0,0
215886,480,UNDEFINED,2004-05-14 00:00:00.000,2004-04-22 00:00:00.000,2000,0,0
215886,3000,UNDEFINED,2004-05-15 00:00:00.000,2004-05-15 00:00:00.000,300000,0,0
215886,-3000,UNDEFINED,2004-05-17 00:00:00.000,2004-05-17 00:00:00.000,3000,0,0
215886,1162,UNDEFINED,2004-05-17 00:00:00.000,2004-05-17 00:00:00.000,1162,0,0
215886,3000,UNDEFINED,2004-05-18 00:00:00.000,2004-05-18 00:00:00.000,3000,0,0
215886,104589.24,UNDEFINED,2004-05-21 00:00:00.000,2004-05-21 00:00:00.000,2300,0,123.74
